seed,size_a,size_e,avg_applicant_rank_a_opt,avg_employer_rank_a_opt,avg_applicant_rank_e_opt,avg_employer_rank_e_opt,pairs_changed,blocking_a_opt,blocking_e_opt,correlation_score,trial
25087,25,30,3.04,2.44,3.04,2.44,0,0,0,0.08821376413106918,45
25088,25,30,5.24,4.4,5.24,4.4,0,0,0,0.10199569165706635,46
25089,25,30,3.6,2.96,3.6,2.96,0,0,0,0.07704179733991623,47
25090,25,30,3.44,3.0,3.44,3.0,0,0,0,0.08160523325204849,48
25091,25,30,3.96,3.36,3.96,3.36,0,0,0,0.1015944629907608,49
25092,25,30,5.84,5.0,5.84,5.0,0,0,0,0.1014457643032074,50
25093,25,30,3.8,2.8,3.96,2.72,2,0,0,0.08375082910060883,51
25094,25,30,4.16,2.8,4.16,2.8,0,0,0,0.09988586604595184,52
25095,25,30,5.24,3.76,5.24,3.76,0,0,0,0.09585408866405487,53
25096,25,30,4.16,2.96,4.16,2.96,0,0,0,0.08068963140249252,54
25097,25,30,5.16,3.6,5.16,3.6,0,0,0,0.11914742738008499,55
25098,25,30,3.24,3.52,3.24,3.52,0,0,0,0.10892688482999802,56
25099,25,30,3.8,3.68,3.8,3.68,0,0,0,0.07850170880556107,57
25100,25,30,4.2,2.52,4.2,2.52,0,0,0,0.10775918513536453,58
25101,25,30,4.92,4.04,4.92,4.04,0,0,0,0.09697230160236359,59
25102,25,30,4.44,3.76,4.44,3.76,0,0,0,0.08641838282346725,60
25103,25,30,3.68,3.24,3.68,3.24,0,0,0,0.11124076694250107,61
25104,25,30,3.16,3.16,3.16,3.16,0,0,0,0.07528868317604065,62
25105,25,30,5.52,4.52,5.52,4.52,0,0,0,0.09097294509410858,63
25106,25,30,3.6,4.56,3.6,4.56,0,0,0,0.08379065245389938,64
25107,25,30,4.68,1.96,4.68,1.96,0,0,0,0.09760316461324692,65
25108,25,30,4.72,5.2,4.72,5.2,0,0,0,0.08167166262865067,66
25109,25,30,3.36,3.16,3.36,3.16,0,0,0,0.09692548215389252,67
25110,25,30,3.24,2.92,3.24,2.92,0,0,0,0.07291465997695923,68
25111,25,30,4.28,3.28,4.28,3.28,0,0,0,0.09161414206027985,69
25112,25,30,4.6,2.64,4.6,2.64,0,0,0,0.111184261739254,70
25113,25,30,3.6,3.4,3.6,3.4,0,0,0,0.07645637542009354,71
25114,25,30,4.92,3.44,4.92,3.44,0,0,0,0.11626864224672318,72
25115,25,30,4.64,3.68,4.64,3.68,0,0,0,0.09626854211091995,73
25116,25,30,4.28,4.08,4.28,4.08,0,0,0,0.09535061568021774,74
25117,25,30,5.36,3.08,5.36,3.08,0,0,0,0.12128971517086029,75
25118,25,30,3.28,2.36,3.28,2.36,0,0,0,0.08727976679801941,76
25119,25,30,5.28,3.92,5.28,3.92,0,0,0,0.11322833597660065,77
25120,25,30,4.28,3.8,4.28,3.8,0,0,0,0.10291275382041931,78
25121,25,30,3.76,3.56,3.76,3.56,0,0,0,0.07301164418458939,79
25122,25,30,5.28,3.8,5.28,3.8,0,0,0,0.09443189203739166,80
25123,25,30,4.6,3.8,4.6,3.8,0,0,0,0.10377103090286255,81
25124,25,30,4.84,2.92,4.84,2.92,0,0,0,0.1063646599650383,82
25125,25,30,4.48,2.48,4.48,2.48,0,0,0,0.0898846685886383,83
25126,25,30,4.2,4.12,4.2,4.12,0,0,0,0.0945035070180893,84
25127,25,30,5.16,2.96,5.16,2.96,0,0,0,0.1166989877820015,85
25128,25,30,2.76,2.72,2.76,2.72,0,0,0,0.06782931089401245,86
25129,25,30,3.96,2.24,3.96,2.24,0,0,0,0.09259381890296936,87
25130,25,30,3.04,3.72,3.04,3.72,0,0,0,0.0919642373919487,88
25131,25,30,3.52,3.12,3.52,3.12,0,0,0,0.0953545868396759,89
25132,25,30,4.68,4.16,4.68,4.16,0,0,0,0.10094732791185379,90
25133,25,30,4.8,2.56,4.8,2.56,0,0,0,0.08483624458312988,91
25134,25,30,4.24,4.76,4.24,4.76,0,0,0,0.09716039896011353,92
25135,25,30,3.8,2.6,3.8,2.6,0,0,0,0.10038259625434875,93
25136,25,30,3.04,3.16,3.04,3.16,0,0,0,0.06649374961853027,94
25137,25,30,3.28,2.28,3.28,2.28,0,0,0,0.08532574027776718,95
25138,25,30,3.0,2.84,3.0,2.84,0,0,0,0.07818950712680817,96
25139,25,30,5.16,3.24,5.16,3.24,0,0,0,0.10118106752634048,97
25140,25,30,3.96,2.88,3.96,2.88,0,0,0,0.09104979038238525,98
25141,25,30,3.04,3.52,3.04,3.52,0,0,0,0.0748896449804306,99
30042,30,30,4.833333333333333,4.0,5.366666666666666,3.1666666666666665,2,0,0,0.06997986882925034,0
30043,30,30,4.733333333333333,2.6666666666666665,4.733333333333333,2.6666666666666665,0,0,0,0.08709889650344849,1
30044,30,30,6.766666666666667,4.1,6.766666666666667,4.1,0,0,0,0.10279452800750732,2
30045,30,30,5.7,4.366666666666666,5.7,4.366666666666666,0,0,0,0.07927089184522629,3
30046,30,30,6.466666666666667,3.2666666666666666,6.466666666666667,3.2666666666666666,0,0,0,0.10885141789913177,4
30047,30,30,7.533333333333333,4.333333333333333,7.533333333333333,4.333333333333333,0,0,0,0.11117824167013168,5
30048,30,30,7.6,5.333333333333333,8.4,4.566666666666666,3,0,0,0.11553313583135605,6
30049,30,30,6.4,4.966666666666667,7.6,3.533333333333333,5,0,0,0.1041201651096344,7
30050,30,30,6.066666666666666,4.766666666666667,6.066666666666666,4.766666666666667,0,0,0,0.0893208459019661,8
30051,30,30,6.666666666666667,4.566666666666666,6.666666666666667,4.566666666666666,0,0,0,0.08888143301010132,9
30052,30,30,5.166666666666667,2.7666666666666666,5.166666666666667,2.7666666666666666,0,0,0,0.09882742166519165,10
30053,30,30,5.7,4.3,5.7,4.3,0,0,0,0.08824962377548218,11
30054,30,30,7.133333333333334,4.633333333333334,7.433333333333334,3.7666666666666666,2,0,0,0.11065924912691116,12
30055,30,30,5.466666666666667,4.133333333333334,5.466666666666667,4.133333333333334,0,0,0,0.08986103534698486,13
30056,30,30,6.366666666666666,3.533333333333333,6.366666666666666,3.533333333333333,0,0,0,0.0946488231420517,14
30057,30,30,7.266666666666667,4.433333333333334,7.266666666666667,4.433333333333334,0,0,0,0.11156877130270004,15
30058,30,30,5.733333333333333,3.6,5.733333333333333,3.6,0,0,0,0.09461057931184769,16
30059,30,30,3.966666666666667,4.266666666666667,3.966666666666667,4.266666666666667,0,0,0,0.08166579157114029,17
30060,30,30,4.9,3.8666666666666667,4.9,3.8666666666666667,0,0,0,0.08739291876554489,18
